date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:28	50676/50676	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/bootstrap.min.js	(from https://roktobondhu.com/)
11:42:28	129224/129224	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/config.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/config.js	(from https://roktobondhu.com/)
11:42:28	5512/5512	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/util.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/util.js	(from https://roktobondhu.com/)
11:42:28	23966/23966	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/jquery.emojiarea.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/jquery.emojiarea.js	(from https://roktobondhu.com/)
11:42:29	3876/3876	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/emoji-picker.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/emoji-picker.js	(from https://roktobondhu.com/)
11:42:29	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/owl.carousel.min.js	(from https://roktobondhu.com/)
11:42:50	165349/165349	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Jan%202021%2017:01:54%20GMT	https://roktobondhu.com/assets/js/html2canvas.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/html2canvas.min.js	(from https://roktobondhu.com/)
11:42:50	1050/1050	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20Apr%202021%2019:24:43%20GMT	https://roktobondhu.com/assets/js/main.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/main.js	(from https://roktobondhu.com/)
11:42:51	2614/2614	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Jan%202021%2015:34:57%20GMT	https://roktobondhu.com/assets/js/inna.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/js/inna.js	(from https://roktobondhu.com/)
11:42:51	62834/62834	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fcb-f572%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/js/select2.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/js/select2.min.js	(from https://roktobondhu.com/)
11:42:52	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:53	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400d41d.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:54	55144/55144	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400.woff2	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:55	64392/64392	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400.woff	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:56	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400.ttf	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:57	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:58	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400d41d.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:59	511707/511707	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-brands-400.svg	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:42:59	12216/12216	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400.woff2	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:00	14672/14672	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400.woff	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:01	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400.ttf	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:02	103937/103937	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-regular-400.svg	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:02	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:03	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900d41d.eot	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:04	44068/44068	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900.woff2	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:05	55484/55484	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900.woff	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:06	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900.ttf	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:08	420283/420283	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/fa-solid-900.svg	(from https://roktobondhu.com/assets/css/fontawesome-all.min.css)
11:43:08	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/assets/css/owl.video.play.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/css/owl.video.play.png	(from https://roktobondhu.com/assets/css/owl.carousel.min.css)
11:43:09	105160/105160	---M--	200	added ('OK')	font/woff2	date:Wed,%2020%20May%202020%2002:24:54%20GMT	https://roktobondhu.com/assets/fonts/Kalpurush.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/Kalpurush.woff2	(from https://roktobondhu.com/assets/css/style.css)
11:43:11	147308/147308	---M--	200	added ('OK')	font/woff	date:Wed,%2020%20May%202020%2002:24:54%20GMT	https://roktobondhu.com/assets/fonts/Kalpurush.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/Kalpurush.woff	(from https://roktobondhu.com/assets/css/style.css)
11:43:11	32324/32324	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/TonnyBanglaMJ.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/TonnyBanglaMJ.woff2	(from https://roktobondhu.com/assets/css/style.css)
11:43:12	39000/39000	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/TonnyBanglaMJ.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/TonnyBanglaMJ.woff	(from https://roktobondhu.com/assets/css/style.css)
11:43:13	31360/31360	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/TonnyBanglaMJBold.woff2	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/TonnyBanglaMJBold.woff2	(from https://roktobondhu.com/assets/css/style.css)
11:43:14	37972/37972	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202019%2010:18:00%20GMT	https://roktobondhu.com/assets/fonts/TonnyBanglaMJBold.woff	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/fonts/TonnyBanglaMJBold.woff	(from https://roktobondhu.com/assets/css/style.css)
11:43:14	50087/50087	---M-Z	200	added ('OK')	image/gif	date:Thu,%2025%20Apr%202019%2021:01:40%20GMT	https://roktobondhu.com/assets/images/preloader.gif	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/preloader.gif	(from https://roktobondhu.com/assets/css/style.css)
11:43:15	116055/116055	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2020%20Apr%202019%2010:18:02%20GMT	https://roktobondhu.com/assets/images/search_ba_1.jpg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/search_ba_1.jpg	(from https://roktobondhu.com/assets/css/style.css)
11:43:17	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/restserver.php	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/restserver.4a.delayed	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:17	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/chrome-extension://	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/chrome-extension_/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:17	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/^([^:/?	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/^([^_/indexd41d.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:18	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/GET	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/GET	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:19	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:20	449/449	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2021:06:46%20GMT	https://roktobondhu.com/dialog/	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/dialog/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
11:43:21	866093/866093	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2015:36:42%20GMT	https://roktobondhu.com/assets/images/card/bg.jpg	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/assets/images/card/bg.jpg	(from https://roktobondhu.com/assets/css/style.css)
11:43:40	30850/30850	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2029%20Jun%202021%2005:43:38%20GMT	https://roktobondhu.com/myaccount	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/myaccount.4d.delayed	(from https://roktobondhu.com/platelet)
11:43:41	10406/10406	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:43:39%20GMT	https://roktobondhu.com/login.php	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/login-2.html	(from https://roktobondhu.com/platelet)
11:43:42	15905/15905	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:43:40%20GMT	https://roktobondhu.com/thalassemia-details	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/thalassemia-details.html	(from https://roktobondhu.com/thalassemia)
11:43:42	4238/4238	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2005:43:40%20GMT	https://roktobondhu.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/cdn-cgi/l/email-protection.html	(from https://roktobondhu.com/sohojogi)
11:43:42	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260d21643-4d7%22	https://roktobondhu.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://roktobondhu.com/sohojogi)
11:43:43	1483/1483	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Apr%202021%2019:08:20%20GMT	https://roktobondhu.com/blog/wp-content/plugins/super-socializer/images/close.png	C:/My%20Web%20Sites/https___roktobondhu.com_/roktobondhu.com/blog/wp-content/plugins/super-socializer/images/close.png	(from https://roktobondhu.com/blog/)
